id,dev_eui,threshold_type_id,thresholdType,alertType,datecreated_utc,datecreated,Time,latitude,longitude,LPState,node,poleId,resolved,subpanel_id,resolved_date,user_id,jsonData,template_name,tln,subpanel_name,local_timezone,cableKit,duration,alertvalue,threshold_value,transformer_alimentador_835,user_name,X1 Highest Value,X2 Highest Value,X3 Highest Value,X1 Duration,X2 Duration,X3 Duration,x1_averagePeakValue,x2_averagePeakValue,x3_averagePeakValue
9873.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/01/2025 06:22:42 AM,02/01/2025 12:22:42 AM,02/01/2025 12:22:42 AM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":256,""deviceTimestamp"":60555,""receivedAtTimestamp"":1738390962253,""value"":127.1,""customerId"":""646703"",""serverTimestamp"":1738390962255}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":60555,""serverTimestamp"":1738390962255}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,127.1,,,0.015,,,
9878.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/01/2025 06:22:47 AM,02/01/2025 12:22:47 AM,02/01/2025 12:22:47 AM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738390964,""receivedAtTimestamp"":1738390963751,""value"":127.1,""customerId"":""646703"",""serverTimestamp"":1738390964002},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738390966,""receivedAtTimestamp"":1738390965852,""value"":127.1,""customerId"":""646703"",""serverTimestamp"":1738390965854}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":1738390964,""serverTimestamp"":1738390964002}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,127.1,,,0.015,,,
9884.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/01/2025 06:22:53 AM,02/01/2025 12:22:53 AM,02/01/2025 12:22:53 AM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738390969,""receivedAtTimestamp"":1738390968664,""value"":127.1,""customerId"":""646703"",""serverTimestamp"":1738390968666},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738390970,""receivedAtTimestamp"":1738390969773,""value"":127.1,""customerId"":""646703"",""serverTimestamp"":1738390969775}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":1738390969,""serverTimestamp"":1738390968666}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,127.1,,,0.015,,,
9891.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/01/2025 06:22:59 AM,02/01/2025 12:22:59 AM,02/01/2025 12:22:59 AM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738390975,""receivedAtTimestamp"":1738390974183,""value"":127,""customerId"":""646703"",""serverTimestamp"":1738390974185},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738390975,""receivedAtTimestamp"":1738390974794,""value"":127.1,""customerId"":""646703"",""serverTimestamp"":1738390974796},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738390976,""receivedAtTimestamp"":1738390975391,""value"":127,""customerId"":""646703"",""serverTimestamp"":1738390975393},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738390977,""receivedAtTimestamp"":1738390975994,""value"":127.1,""customerId"":""646703"",""serverTimestamp"":1738390975996},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738390977,""receivedAtTimestamp"":1738390977122,""value"":127.1,""customerId"":""646703"",""serverTimestamp"":1738390977124}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":1738390975,""serverTimestamp"":1738390974185}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,127.1,,,0.015,,,
9897.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/01/2025 06:23:03 AM,02/01/2025 12:23:03 AM,02/01/2025 12:23:03 AM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738390980,""receivedAtTimestamp"":1738390980120,""value"":127.1,""customerId"":""646703"",""serverTimestamp"":1738390980122},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738390981,""receivedAtTimestamp"":1738390980634,""value"":127.1,""customerId"":""646703"",""serverTimestamp"":1738390980636},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738390982,""receivedAtTimestamp"":1738390981244,""value"":127.1,""customerId"":""646703"",""serverTimestamp"":1738390981295},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738390982,""receivedAtTimestamp"":1738390981881,""value"":127.1,""customerId"":""646703"",""serverTimestamp"":1738390981884}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":1738390980,""serverTimestamp"":1738390980122}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,127.1,,,0.015,,,
10643.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/02/2025 01:31:46 PM,02/02/2025 07:31:46 AM,02/02/2025 07:31:46 AM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":256,""deviceTimestamp"":39499,""receivedAtTimestamp"":1738503104801,""value"":127,""customerId"":""646703"",""serverTimestamp"":1738503104802}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":39499,""serverTimestamp"":1738503104802}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,127.0,,,0.015,,,
10645.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/02/2025 01:31:47 PM,02/02/2025 07:31:47 AM,02/02/2025 07:31:47 AM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":384,""deviceTimestamp"":38497,""receivedAtTimestamp"":1738503107102,""value"":127,""customerId"":""646703"",""serverTimestamp"":1738503107104}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":38497,""serverTimestamp"":1738503107104}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,127.0,,,0.023,,,
10650.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/02/2025 01:31:49 PM,02/02/2025 07:31:49 AM,02/02/2025 07:31:49 AM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":256,""deviceTimestamp"":38096,""receivedAtTimestamp"":1738503107693,""value"":127,""customerId"":""646703"",""serverTimestamp"":1738503107695}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":38096,""serverTimestamp"":1738503107695}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,127.0,,,0.015,,,
10660.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/02/2025 01:31:53 PM,02/02/2025 07:31:53 AM,02/02/2025 07:31:53 AM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738503110,""receivedAtTimestamp"":1738503109983,""value"":126.9,""customerId"":""646703"",""serverTimestamp"":1738503109985},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738503111,""receivedAtTimestamp"":1738503110603,""value"":126.9,""customerId"":""646703"",""serverTimestamp"":1738503110604},{""phase"":2,""alertDuration"":384,""deviceTimestamp"":1738503111,""receivedAtTimestamp"":1738503111211,""value"":127,""customerId"":""646703"",""serverTimestamp"":1738503111336},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738503112,""receivedAtTimestamp"":1738503111813,""value"":127,""customerId"":""646703"",""serverTimestamp"":1738503111846}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":1738503110,""serverTimestamp"":1738503109985}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,127.0,,,0.015,,,
10672.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/02/2025 01:31:58 PM,02/02/2025 07:31:58 AM,02/02/2025 07:31:58 AM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":33664,""deviceTimestamp"":1738503114,""receivedAtTimestamp"":1738503113513,""value"":127.1,""customerId"":""646703"",""serverTimestamp"":1738503113516},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738503115,""receivedAtTimestamp"":1738503114612,""value"":126.9,""customerId"":""646703"",""serverTimestamp"":1738503114666},{""phase"":2,""alertDuration"":384,""deviceTimestamp"":1738503115,""receivedAtTimestamp"":1738503115223,""value"":127,""customerId"":""646703"",""serverTimestamp"":1738503115225},{""phase"":1,""alertDuration"":256,""deviceTimestamp"":1738503116,""receivedAtTimestamp"":1738503115832,""value"":127.1,""customerId"":""646703"",""serverTimestamp"":1738503115834},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738503116,""receivedAtTimestamp"":1738503117041,""value"":127,""customerId"":""646703"",""serverTimestamp"":1738503117043}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":1738503114,""serverTimestamp"":1738503113516}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,127.1,,127.0,0.015,,0.015,,,
10685.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/02/2025 01:32:02 PM,02/02/2025 07:32:02 AM,02/02/2025 07:32:02 AM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":6475136,""deviceTimestamp"":1738503119,""receivedAtTimestamp"":1738503118243,""value"":127.1,""customerId"":""646703"",""serverTimestamp"":1738503118272},{""phase"":2,""alertDuration"":8576,""deviceTimestamp"":1738503119,""receivedAtTimestamp"":1738503118855,""value"":127,""customerId"":""646703"",""serverTimestamp"":1738503118856},{""phase"":2,""alertDuration"":25216,""deviceTimestamp"":1738503120,""receivedAtTimestamp"":1738503119444,""value"":127.1,""customerId"":""646703"",""serverTimestamp"":1738503119549},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738503120,""receivedAtTimestamp"":1738503120052,""value"":127,""customerId"":""646703"",""serverTimestamp"":1738503120119},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738503121,""receivedAtTimestamp"":1738503120664,""value"":126.9,""customerId"":""646703"",""serverTimestamp"":1738503120666}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":1738503119,""serverTimestamp"":1738503118272}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,126.9,,,0.015,,,
10876.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/02/2025 01:37:17 PM,02/02/2025 07:37:17 AM,02/02/2025 07:37:17 AM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738503271,""receivedAtTimestamp"":1738503436675,""value"":126.9,""customerId"":""646703"",""serverTimestamp"":1738503436677}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":1738503271,""serverTimestamp"":1738503436677}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,126.9,,,0.015,,,
10150.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/02/2025 01:44:33 AM,02/01/2025 07:44:33 PM,02/01/2025 07:44:33 PM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738460670,""receivedAtTimestamp"":1738460669610,""value"":126.5,""customerId"":""646703"",""serverTimestamp"":1738460669726}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":1738460670,""serverTimestamp"":1738460669726}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,126.5,,,0.015,,,
10153.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/02/2025 01:44:46 AM,02/01/2025 07:44:46 PM,02/01/2025 07:44:46 PM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":384,""deviceTimestamp"":1738460683,""receivedAtTimestamp"":1738460682719,""value"":126.4,""customerId"":""646703"",""serverTimestamp"":1738460682721},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738460684,""receivedAtTimestamp"":1738460683820,""value"":126.3,""customerId"":""646703"",""serverTimestamp"":1738460683821}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":1738460683,""serverTimestamp"":1738460682721}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,126.3,,,0.015,,,
10158.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/02/2025 01:54:51 AM,02/01/2025 07:54:51 PM,02/01/2025 07:54:51 PM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738461288,""receivedAtTimestamp"":1738461287846,""value"":126.4,""customerId"":""646703"",""serverTimestamp"":1738461287948}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":1738461288,""serverTimestamp"":1738461287948}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,126.4,,,0.015,,,
10162.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/02/2025 01:55:00 AM,02/01/2025 07:55:00 PM,02/01/2025 07:55:00 PM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738461297,""receivedAtTimestamp"":1738461296536,""value"":126.4,""customerId"":""646703"",""serverTimestamp"":1738461296537},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738461299,""receivedAtTimestamp"":1738461298775,""value"":126.4,""customerId"":""646703"",""serverTimestamp"":1738461298777}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":1738461297,""serverTimestamp"":1738461296537}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,126.4,,,0.015,,,
10164.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/02/2025 01:55:10 AM,02/01/2025 07:55:10 PM,02/01/2025 07:55:10 PM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738461307,""receivedAtTimestamp"":1738461306991,""value"":126.3,""customerId"":""646703"",""serverTimestamp"":1738461307004}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":1738461307,""serverTimestamp"":1738461307004}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,126.3,,,0.015,,,
10168.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/02/2025 01:55:27 AM,02/01/2025 07:55:27 PM,02/01/2025 07:55:27 PM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738461323,""receivedAtTimestamp"":1738461323424,""value"":126.4,""customerId"":""646703"",""serverTimestamp"":1738461323584},{""phase"":2,""alertDuration"":256,""deviceTimestamp"":1738461324,""receivedAtTimestamp"":1738461323885,""value"":126.4,""customerId"":""646703"",""serverTimestamp"":1738461324042}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":1738461323,""serverTimestamp"":1738461323584}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,126.4,,,0.015,,,
10176.0,862754053334016.0,8.0,AlertVoltageSwell2,Voltage Swell: 120/240/277V,02/02/2025 01:55:51 AM,02/01/2025 07:55:51 PM,02/01/2025 07:55:51 PM,13.746678,-89.362623,1.0,T63263,Nivel de piso,0.0,835.0,,,"{""data"":[{""phase"":2,""alertDuration"":384,""deviceTimestamp"":1738461347,""receivedAtTimestamp"":1738461346188,""value"":126.4,""customerId"":""646703"",""serverTimestamp"":1738461346189}],""msgType"":288,""msgStr"":""AlertAggregatedVoltageSwell120/240/277V"",""deviceTimestamp"":1738461347,""serverTimestamp"":1738461346189}",Vswell,T63263,AES El Salvador,America/El_Salvador (UTC/GMT -6:00),3.0,,0.0,7.0,,,,,126.4,,,0.023,,,
